system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,class,random,.geo
2_1_2_00000000000000000048_0,0.2394,0.2062,0.0634,0.0662,0.081,0.1072,0.3814195,0.13921359,0,0.27587390476603335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890307382299611,46.688544503421745]}"
2_1_2_00000000000000000049_0,0.1798,0.1614,0.0568,0.0648,0.0702,0.0947,0.3100182,0.14857487,0,0.3178360270187446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887073447276781,46.68818517730809]}"
2_1_2_0000000000000000004a_0,0.2291,0.1735,0.0389,0.048,0.051,0.1283,0.28203696,0.43112102,0,0.30845527093372316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890307382299611,46.68629871521144]}"
2_2_1_0000000000000000004c_0,0.1875,0.0776,0.0145,0.0396,0.0163,0.3884,-0.34884527,0.9194465,1,0.6859751245384256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867130847969327,46.69411405818329]}"
2_2_1_0000000000000000004d_0,0.1577,0.0647,0.0177,0.0333,0.01645,0.40895,-0.44339538,0.922661,1,0.6548019647885316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867939331725035,46.699683612944824]}"
2_2_1_0000000000000000004e_0,0.2624,0.149,0.0334,0.062,0.0548,0.3124,-0.086986795,0.7015251,1,0.1962263951124239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880515745702708,46.69132928080251]}"
2_2_1_0000000000000000004f_0,0.2427,0.1142,0.0337,0.071,0.0358,0.432,-0.28056917,0.84694314,1,0.06525778586957975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8587765158270155,46.6852207368705]}"
2_2_1_00000000000000000051_0,0.2026,0.1543,0.0423,0.0693,0.0488,0.2973,-0.1894379,0.7180006,1,0.5706661471562754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.855362917747361,46.68342410630226]}"
2_2_1_00000000000000000052_0,0.2222,0.1711,0.045,0.0775,0.0607,0.3657,-0.24408913,0.7152908,1,0.2679413812820448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856620559145129,46.683064780188616]}"
2_2_1_00000000000000000053_0,0.1653,0.1284,0.029,0.0444,0.0333,0.2788,-0.2555731,0.78660685,1,0.26457983231372684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.85850702124178,46.68378343241591]}"
2_2_1_00000000000000000054_0,0.2423,0.177,0.0625,0.0782,0.1008,0.2194,0.049599305,0.3703935,1,0.21636970722784477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859495168054312,46.68378343241591]}"
2_2_1_00000000000000000055_0,0.2528,0.2038,0.0396,0.0544,0.0504,0.3703,-0.18857329,0.76039934,1,0.5784265193823679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860034157224783,46.683244443245435]}"
2_2_1_00000000000000000056_0,0.2098,0.1501,0.0242,0.0391,0.0314,0.305,-0.18492618,0.8133175,1,0.003231148179168475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860752809452078,46.68270545407497]}"
2_2_1_00000000000000000058_0,0.1742,0.074,0.0156,0.0314,0.0151,0.4175,-0.4111881,0.93018955,1,0.5073068133012509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854284939406418,46.67740539389866]}"
2_2_1_00000000000000000059_0,0.2372,0.1124,0.0458,0.0764,0.0554,0.5777,-0.4178427,0.8249882,1,0.5004090961183701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8587765158270155,46.678483372239604]}"
2_2_1_0000000000000000005a_0,0.1594,0.0697,0.0134,0.0224,0.0129,0.2385,-0.19879366,0.8973747,1,0.20546331970052356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856710390673541,46.677585056955486]}"
2_2_1_0000000000000000005b_0,0.1947,0.0849,0.0188,0.0367,0.0174,0.4875,-0.42919967,0.93107545,1,0.09704220755258752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8550035916337135,46.67794438306913]}"
2_2_1_0000000000000000005c_0,0.2422,0.1763,0.036,0.0632,0.0496,0.3485,-0.179956,0.7508164,1,0.6230629346201483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854015444821182,46.6792020244669]}"
2_2_1_0000000000000000005d_0,0.2059,0.1264,0.0284,0.062,0.0363,0.4075,-0.32865992,0.8364128,1,0.3239947088956482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8532069610654744,46.68054949739308]}"
2_2_1_0000000000000000005e_0,0.2196,0.103,0.0303,0.0678,0.0286,0.4383,-0.33242133,0.8774898,1,0.12224653226388349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887163278805192,46.68459191617162]}"
2_2_1_00000000000000000060_0,0.2835,0.229,0.0417,0.0611,0.057,0.2481,0.066591404,0.626352,1,0.3416486875711545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.891205697583731,46.683513937830675]}"
2_2_1_00000000000000000062_0,0.2259,0.1512,0.0302,0.0539,0.0388,0.3617,-0.2311096,0.80624217,1,0.10943731517459665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856081569974657,46.68198680184767]}"
2_2_1_00000000000000000063_0,0.2429,0.1616,0.039,0.0654,0.054,0.3164,-0.13141425,0.7084233,1,0.6891184069475107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859046010412252,46.68189697031926]}"
2_2_1_00000000000000000065_0,0.3012,0.2588,0.0442,0.0596,0.0722,0.2286,0.13703285,0.5199468,1,0.3061837407779152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.858327358184956,46.68126814962037]}"
2_2_1_00000000000000000066_0,0.2181,0.1248,0.0252,0.04,0.0286,0.2941,-0.14837952,0.82274556,1,0.058315558488580166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.870903772162629,46.68459191617162]}"
2_2_1_00000000000000000067_0,0.2513,0.1278,0.0289,0.0597,0.0415,0.3852,-0.21036918,0.80548394,1,0.1790424704942899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872430908145632,46.684502084643206]}"
2_2_1_00000000000000000068_0,0.2535,0.1275,0.0284,0.0606,0.0418,0.4239,-0.25155002,0.8204853,1,0.6115347486125717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873329223429752,46.68459191617162]}"
2_2_1_00000000000000000069_0,0.1781,0.0817,0.0261,0.055,0.0301,0.459,-0.44090408,0.87691677,1,0.08528278298593106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873778381071812,46.68692753591033]}"
2_2_1_0000000000000000006a_0,0.2504,0.1387,0.0414,0.0772,0.0526,0.3759,-0.20038319,0.7544924,1,0.5129443185939848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875215685526403,46.68504107381368]}"
2_2_1_0000000000000000006b_0,0.1434,0.069,0.0194,0.0352,0.0256,0.2294,-0.2306867,0.7992157,1,0.5793119494992959,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868837647009155,46.69483271041058]}"
2_2_1_0000000000000000006d_0,0.1636,0.0683,0.0133,0.026,0.0133,0.3334,-0.34164992,0.9232766,1,0.5247842978748528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867669837139799,46.69600052027994]}"
2_2_1_0000000000000000006e_0,0.1709,0.072,0.0184,0.041,0.0178,0.3915,-0.3922475,0.9130222,1,0.5002204889305102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86219011390667,46.69662934097882]}"
2_2_1_0000000000000000006f_0,0.2236,0.1045,0.0314,0.0686,0.028,0.4777,-0.3623271,0.8892624,1,0.38064229216318535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872430908145632,46.69393439512646]}"
2_2_1_00000000000000000070_0,0.2696,0.1388,0.0349,0.0693,0.0478,0.3747,-0.16312277,0.77372783,1,0.210468876373597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.877910631378762,46.6919581015014]}"
2_2_1_00000000000000000071_0,0.1565,0.0658,0.0226,0.0414,0.0223,0.4787,-0.50724185,0.910978,1,0.6199138802533898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.886893784219957,46.69096995468887]}"
2_2_1_00000000000000000073_0,0.2705,0.2269,0.036,0.0592,0.0471,0.279,-0.015468625,0.7111316,1,0.4928098909470028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.892373507453086,46.69061062857522]}"
2_2_1_00000000000000000074_0,0.2037,0.1171,0.0288,0.0524,0.0345,0.4039,-0.32949308,0.84260947,1,0.6872054152725711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.881324229458416,46.69007163940475]}"
2_2_1_00000000000000000075_0,0.1919,0.0854,0.023,0.0462,0.0274,0.3951,-0.34616694,0.8702959,1,0.4899509402619756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880246251117472,46.690430965518395]}"
2_2_1_00000000000000000076_0,0.2136,0.0997,0.0252,0.0628,0.0265,0.478,-0.3823019,0.8949455,1,0.1281999005665726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880066588060648,46.68773601966603]}"
2_2_1_00000000000000000077_0,0.233,0.131,0.0318,0.0714,0.0427,0.336,-0.18101934,0.77449167,1,0.20948318806620436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887253110333605,46.687556356609214]}"
2_2_1_0000000000000000007c_0,0.1853,0.1141,0.0241,0.0426,0.0264,0.3805,-0.34499824,0.87023836,1,0.413540719925503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8747665278843435,46.68845467189333]}"
2_2_1_0000000000000000007d_0,0.2268,0.1108,0.0316,0.0706,0.033,0.4071,-0.28442973,0.85003406,1,0.6872898791977546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873059728844516,46.68836484036492]}"
2_2_1_0000000000000000007e_0,0.267,0.1931,0.0401,0.0542,0.0475,0.2435,0.046033293,0.6735395,1,0.1441236380697637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867400342554563,46.68926315564904]}"
2_2_1_0000000000000000007f_0,0.2339,0.1505,0.0255,0.0475,0.0296,0.3696,-0.22485502,0.8517034,1,0.6314212186388916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867759668668211,46.688544503421745]}"
2_2_1_00000000000000000081_0,0.2379,0.2137,0.073,0.0988,0.0964,0.2206,0.037731756,0.3917981,1,0.37004890963334824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869017310065979,46.68881399800698]}"
2_2_1_00000000000000000082_0,0.1854,0.1056,0.0195,0.031,0.0206,0.2566,-0.16108598,0.8513709,1,0.557190310425794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861920619321434,46.688724166478565]}"
2_2_1_00000000000000000083_0,0.2351,0.1302,0.0356,0.0774,0.0436,0.4752,-0.3380262,0.8319198,1,0.46545251745964233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86308842919079,46.6874665250808]}"
2_2_1_00000000000000000084_0,0.2833,0.247,0.0439,0.0558,0.0678,0.201,0.169936,0.49553573,1,0.33025636804216685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8654240489295,46.68908349259222]}"
2_2_1_00000000000000000085_0,0.1721,0.0959,0.0203,0.0344,0.0263,0.4092,-0.40787894,0.8792193,1,0.47929476091291723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865154554344264,46.68333427477385]}"
2_2_1_00000000000000000086_0,0.1754,0.1028,0.0182,0.026,0.0155,0.2117,-0.09377422,0.8635563,1,0.5248456797024134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868478320895506,46.68647837826827]}"
2_2_1_00000000000000000088_0,0.2179,0.1053,0.0278,0.0648,0.0269,0.4583,-0.35551614,0.8891179,1,0.5777428402490927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86587320657156,46.68719703049556]}"
2_2_1_00000000000000000089_0,0.1985,0.1216,0.0474,0.0674,0.0608,0.3054,-0.21214527,0.66794103,1,0.5406499846160496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872251245088808,46.68611905215462]}"
2_2_1_0000000000000000008a_0,0.1993,0.1292,0.0197,0.0357,0.021,0.4161,-0.35229117,0.9039121,1,0.2479971092100467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8654240489295,46.68423259005797]}"
2_2_1_0000000000000000008e_0,0.27,0.2042,0.0306,0.0526,0.0506,0.3021,-0.056109056,0.71307063,1,0.48551614042849733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86308842919079,46.68459191617162]}"
2_2_1_0000000000000000008f_0,0.2305,0.1084,0.0301,0.0706,0.0285,0.5073,-0.37516946,0.89361703,1,0.4141596389703224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861381630150962,46.686388546739856]}"
2_2_1_00000000000000000090_0,0.1849,0.0889,0.0232,0.0392,0.0249,0.3917,-0.35865417,0.88046086,1,0.24374434991858096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8587765158270155,46.68737669355239]}"
2_2_1_00000000000000000091_0,0.1515,0.0824,0.0348,0.0559,0.0389,0.2669,-0.27581263,0.7455854,1,0.26946426497941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872430908145632,46.692317427615045]}"
2_2_1_00000000000000000093_0,0.1747,0.0812,0.0248,0.0457,0.0279,0.4508,-0.44140685,0.8834343,1,0.1795944213319698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.883480186140303,46.6912394492741]}"
2_2_1_00000000000000000094_0,0.2385,0.1503,0.0303,0.0656,0.0338,0.4431,-0.30017605,0.8582512,1,0.40387138268470824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.883210691555067,46.688095345779686]}"
2_2_2_0000000000000000004b_0,0.128,0.0543,0.014,0.0268,0.0136,0.312,-0.4181818,0.91646194,1,0.34644233927732015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864435902116969,46.70085142281418]}"
2_2_2_0000000000000000004e_0,0.1436,0.062,0.0151,0.0302,0.0147,0.3484,-0.41626015,0.91903055,1,0.43406265997857973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860932472508902,46.697347993206115]}"
2_2_2_0000000000000000004f_0,0.1785,0.0733,0.0191,0.0375,0.0191,0.4387,-0.42158133,0.91655743,1,0.005176745270019323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865603711986324,46.699234455302765]}"
2_2_2_00000000000000000050_0,0.1647,0.0689,0.0162,0.0308,0.0161,0.3841,-0.39978132,0.9195402,1,0.5144194838177292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867041016440916,46.695192036524226]}"
2_2_2_00000000000000000051_0,0.2018,0.0871,0.0197,0.0405,0.0178,0.5156,-0.4374129,0.93325835,1,0.34621473263183344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866681690327267,46.693754732069635]}"
2_2_2_00000000000000000053_0,0.2278,0.107,0.0298,0.0622,0.0276,0.4414,-0.31918707,0.88230276,1,0.2809786665189675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872610571202457,46.69384456359805]}"
2_2_2_00000000000000000056_0,0.1667,0.0727,0.0264,0.0465,0.0272,0.4595,-0.46758226,0.8882268,1,0.5111573574108687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.871083435219453,46.689173324120624]}"
2_2_2_00000000000000000057_0,0.2392,0.1212,0.029,0.0686,0.0336,0.4563,-0.31214952,0.86282915,1,0.6432064650331204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.871083435219453,46.688095345779686]}"
2_2_2_00000000000000000059_0,0.199,0.0884,0.0265,0.0634,0.0289,0.4728,-0.40756175,0.88479173,1,0.11679770658263067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873419054958164,46.686658041325096]}"
2_2_2_0000000000000000005a_0,0.2357,0.1366,0.0312,0.0732,0.0403,0.4472,-0.3097086,0.83466667,1,0.24994299979805157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874227538713871,46.68620888368303]}"
2_2_2_0000000000000000005c_0,0.2178,0.0999,0.0243,0.0664,0.0246,0.5149,-0.40548655,0.9088045,1,0.15513640500357861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880785240287944,46.687286862023974]}"
2_2_2_0000000000000000005d_0,0.2361,0.11,0.0296,0.0689,0.031,0.4584,-0.3200864,0.87331426,1,0.0830159914850076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.879707261947001,46.68737669355239]}"
2_2_2_0000000000000000005e_0,0.1934,0.0863,0.0215,0.0444,0.0263,0.3929,-0.34026948,0.8745229,1,0.25477125693178115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880515745702708,46.69052079704681]}"
2_2_2_0000000000000000005f_0,0.1801,0.0884,0.0247,0.0461,0.0259,0.4476,-0.42615902,0.8906019,1,0.01702655736746217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.883300523083479,46.69105978621728]}"
2_2_2_00000000000000000060_0,0.1565,0.0658,0.0227,0.0419,0.024,0.4808,-0.50886554,0.9049128,1,0.11170542153391783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.886983615748369,46.69096995468887]}"
2_2_2_00000000000000000061_0,0.2168,0.103,0.0314,0.0702,0.0328,0.445,-0.34481716,0.86270404,1,0.037942004201449664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.886893784219957,46.69025130246157]}"
2_2_2_00000000000000000063_0,0.2131,0.0965,0.0277,0.066,0.0275,0.4533,-0.3604442,0.8856073,1,0.6631364887732139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.886803952691545,46.68441225311479]}"
2_2_2_00000000000000000065_0,0.1482,0.0706,0.0247,0.0561,0.0248,0.3791,-0.43789113,0.8771973,1,0.40078278625490704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.890487045356435,46.69168860691616]}"
2_2_2_00000000000000000066_0,0.1555,0.081,0.0248,0.0535,0.0252,0.3692,-0.40728036,0.872211,1,0.43528533607150277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.87000545687851,46.68504107381368]}"
2_2_2_00000000000000000067_0,0.2067,0.1161,0.0298,0.0452,0.0362,0.3097,-0.19945781,0.79069096,1,0.04255768466577703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865693543514736,46.68405292700115]}"
2_2_2_00000000000000000069_0,0.2174,0.1124,0.0324,0.0676,0.0366,0.4252,-0.3233738,0.8414898,1,0.00667557494073312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860213820281607,46.687107198967155]}"
2_2_2_0000000000000000006b_0,0.1849,0.0889,0.0232,0.0392,0.0249,0.3917,-0.35865417,0.88046086,1,0.2708548492378031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8587765158270155,46.68737669355239]}"
2_2_2_0000000000000000006c_0,0.1727,0.0685,0.01685,0.0318,0.0159,0.42555,-0.4226494,0.9279647,1,0.6950035602368048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869017310065979,46.700222602115296]}"
2_2_2_0000000000000000006d_0,0.184,0.0792,0.0192,0.0428,0.0189,0.4251,-0.39582992,0.91486484,1,0.44944457010348915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868837647009155,46.69833614001865]}"
2_2_2_0000000000000000006e_0,0.2215,0.1092,0.0302,0.0686,0.0309,0.4589,-0.34891242,0.873826,1,0.17615529480911474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8663223642136195,46.687286862023974]}"
2_2_2_0000000000000000006f_0,0.1963,0.106,0.0275,0.0658,0.0306,0.4157,-0.35849673,0.8628725,1,0.6006391890822986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867490174082975,46.69007163940475]}"
2_2_2_00000000000000000070_0,0.2407,0.1145,0.0318,0.067,0.0362,0.4168,-0.26783267,0.8401766,1,0.16861399300369784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859046010412252,46.68477157922844]}"
2_2_2_00000000000000000071_0,0.2698,0.142,0.0391,0.0764,0.0444,0.4401,-0.23989294,0.8167183,1,0.021307009272843347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.857429042900836,46.68531056839891]}"
2_2_2_00000000000000000072_0,0.1618,0.0729,0.0233,0.0422,0.0228,0.3795,-0.40217996,0.88665175,1,0.6257845762863584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859405336525899,46.679471519052136]}"
2_2_2_00000000000000000073_0,0.2175,0.0995,0.0324,0.054,0.0319,0.6048,-0.47099596,0.89979583,1,0.07811595879222955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.857878200542896,46.67839354071119]}"
2_2_2_00000000000000000077_0,0.2254,0.1452,0.0199,0.0378,0.0198,0.3728,-0.24640587,0.899134,1,0.08076511209239312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861112135565726,46.680190171279435]}"
2_2_2_00000000000000000078_0,0.1225,0.0529,0.0184,0.0324,0.017,0.298,-0.41736028,0.8920635,1,0.17786395087429052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854554433991654,46.67677657319978]}"
2_2_2_00000000000000000079_0,0.1997,0.0819,0.022,0.0422,0.0207,0.4988,-0.4282033,0.920308,1,0.6256391129964671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8532069610654744,46.67623758402931]}"
2_2_2_0000000000000000007a_0,0.2068,0.0922,0.0234,0.0422,0.0217,0.4703,-0.38915965,0.91178864,1,0.31010064753788413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.853027298008651,46.67740539389866]}"
2_2_2_0000000000000000007c_0,0.2136,0.0942,0.0282,0.0486,0.0261,0.5133,-0.41229883,0.9032258,1,0.5406917326111794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.850781509798352,46.676147752500896]}"
2_2_2_0000000000000000007d_0,0.1781,0.0737,0.0212,0.0426,0.0198,0.4685,-0.44911844,0.91890234,1,0.5025828326846685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.852218814252943,46.67560876333042]}"
2_2_2_0000000000000000007e_0,0.1924,0.0816,0.0201,0.0367,0.0187,0.4491,-0.4001559,0.9200513,1,0.4527594223514624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851769656610884,46.67551893180201]}"
2_2_2_0000000000000000007f_0,0.146,0.0676,0.0208,0.0366,0.0199,0.3123,-0.36286277,0.88019264,1,0.1076181598261079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.852308645781355,46.675159605688364]}"
2_2_2_00000000000000000080_0,0.1886,0.0856,0.021,0.0365,0.0189,0.4172,-0.37735224,0.9133226,1,0.31265640446823373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859315504997488,46.67902236141008]}"
2_2_2_00000000000000000081_0,0.1844,0.1018,0.0385,0.0714,0.0482,0.3576,-0.3195572,0.76244456,1,0.6557744919190683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.856081569974657,46.68081899197831]}"
2_2_2_00000000000000000083_0,0.248,0.1488,0.0388,0.0724,0.0539,0.4161,-0.25312454,0.7706383,1,0.27547259325673834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874856359412755,46.68360376935909]}"
2_2_2_00000000000000000084_0,0.2088,0.13,0.0478,0.0828,0.0533,0.4188,-0.33460802,0.7742004,1,0.6610326088095778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.876203832338934,46.68378343241591]}"
2_2_2_00000000000000000086_0,0.2237,0.1063,0.0294,0.073,0.0283,0.4943,-0.37688023,0.8916954,1,0.4449983881936648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.876383495395759,46.68468174770003]}"
2_2_2_00000000000000000089_0,0.2337,0.1295,0.035,0.0708,0.0417,0.346,-0.19372086,0.7848852,1,0.4704944453314659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.886714121163133,46.68719703049556]}"
2_2_2_0000000000000000008b_0,0.2226,0.1433,0.0326,0.0722,0.0369,0.4623,-0.34997812,0.8521635,1,0.34028188639151835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.891834518282614,46.686837704381915]}"
2_2_2_0000000000000000008c_0,0.1043,0.0582,0.0277,0.0475,0.0317,0.2175,-0.3517713,0.74558586,1,0.03740896752010214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.889768393129139,46.68288511713179]}"
2_2_2_0000000000000000008d_0,0.2183,0.1404,0.0336,0.0714,0.036,0.4475,-0.34424752,0.85108584,1,0.3064845157694748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887432773390429,46.68252579101814]}"
2_2_2_0000000000000000008e_0,0.1886,0.0891,0.0278,0.0637,0.0255,0.4812,-0.43684682,0.89934874,1,0.10554544791243903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884109006839187,46.683513937830675]}"
2_2_2_00000000000000000092_0,0.2051,0.1086,0.0382,0.071,0.0402,0.3995,-0.3215349,0.8171481,1,0.4536350923633097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875575011640051,46.692766585257104]}"
2_2_2_00000000000000000094_0,0.2018,0.1404,0.0578,0.0788,0.07,0.2854,-0.17159277,0.6060777,1,0.32462660088531214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864795228230617,46.68935298717745]}"
